generation,basepokemon,vanillatarget,targetpokemon,percent
2,Horsea,Seadra,Kabutops,0.302
2,Horsea,Seadra,Kingler,8.25
2,Horsea,Seadra,Lanturn,5.469
2,Horsea,Seadra,Mantine,6.75
2,Horsea,Seadra,Octillery,7.365
2,Horsea,Seadra,Omanyte,1.335
2,Horsea,Seadra,Omastar,0.264
2,Horsea,Seadra,Politoed,0.609
2,Horsea,Seadra,Poliwhirl,2.535
2,Horsea,Seadra,Poliwrath,0.151
2,Horsea,Seadra,Quagsire,6.975
2,Horsea,Seadra,Qwilfish,6.258
2,Horsea,Seadra,Seaking,8.397
2,Horsea,Seadra,Slowbro,0.201
2,Horsea,Seadra,Slowking,0.201
2,Horsea,Seadra,Starmie,0.085
2,Horsea,Seadra,Tentacruel,0.035
2,Horsea,Seadra,Vaporeon,0.205
2,Horsea,Seadra,Wartortle,11.242
2,Houndour,Houndoom,Arcanine,2.415
2,Houndour,Houndoom,Charizard,10.008
2,Houndour,Houndoom,Charmeleon,0.829
2,Houndour,Houndoom,Flareon,10.874
2,Houndour,Houndoom,Magcargo,0.64
2,Houndour,Houndoom,Magmar,12.317
2,Houndour,Houndoom,Murkrow,1.136
2,Houndour,Houndoom,Ninetales,10.947
2,Houndour,Houndoom,Ponyta,0.622
2,Houndour,Houndoom,Quilava,0.854
2,Houndour,Houndoom,Rapidash,11.261
2,Houndour,Houndoom,Sneasel,2.922
2,Houndour,Houndoom,Typhlosion,10.947
2,Houndour,Houndoom,Tyranitar,1.199
2,Houndour,Houndoom,Umbreon,23.029
2,Igglybuff,Jigglypuff,Ditto,12.554
2,Igglybuff,Jigglypuff,Hoothoot,12.421
2,Igglybuff,Jigglypuff,Meowth,12.469
2,Igglybuff,Jigglypuff,Pidgey,12.636
2,Igglybuff,Jigglypuff,Rattata,12.513
2,Igglybuff,Jigglypuff,Smeargle,12.394
2,Igglybuff,Jigglypuff,Spearow,12.459
2,Igglybuff,Jigglypuff,Togepi,12.554
2,Ivysaur,Venusaur,Arbok,0.791
2,Ivysaur,Venusaur,Bellossom,12.048
2,Ivysaur,Venusaur,Crobat,9.871
2,Ivysaur,Venusaur,Exeggutor,8.229
2,Ivysaur,Venusaur,Gengar,8.403
2,Ivysaur,Venusaur,Golbat,0.546
2,Ivysaur,Venusaur,Jumpluff,1.107
2,Ivysaur,Venusaur,Meganium,13.79
2,Ivysaur,Venusaur,Muk,8.317
2,Ivysaur,Venusaur,Nidoking,4.967
2,Ivysaur,Venusaur,Nidoqueen,4.92
2,Ivysaur,Venusaur,Qwilfish,0.173
2,Ivysaur,Venusaur,Sunflora,0.948
2,Ivysaur,Venusaur,Tangela,0.71
2,Ivysaur,Venusaur,Tentacruel,4.373
2,Ivysaur,Venusaur,Venomoth,0.593
2,Ivysaur,Venusaur,Victreebel,5.998
2,Ivysaur,Venusaur,Vileplume,6.168
2,Ivysaur,Venusaur,Weezing,8.048
2,Jigglypuff,Wigglytuff,Chansey,6.897
2,Jigglypuff,Wigglytuff,Clefable,0.009
2,Jigglypuff,Wigglytuff,Dodrio,6.628
2,Jigglypuff,Wigglytuff,Dunsparce,7.33
2,Jigglypuff,Wigglytuff,Fearow,6.158
2,Jigglypuff,Wigglytuff,Furret,7.709
2,Jigglypuff,Wigglytuff,Girafarig,4.513
2,Jigglypuff,Wigglytuff,Granbull,7.238
2,Jigglypuff,Wigglytuff,Lickitung,8.956
2,Jigglypuff,Wigglytuff,Miltank,0.001
2,Jigglypuff,Wigglytuff,Noctowl,6.157
2,Jigglypuff,Wigglytuff,Persian,6.957
2,Jigglypuff,Wigglytuff,Pidgeot,0.003
2,Jigglypuff,Wigglytuff,Pidgeotto,0.003
2,Jigglypuff,Wigglytuff,Porygon,9.166
2,Jigglypuff,Wigglytuff,Raticate,8.089
2,Jigglypuff,Wigglytuff,Stantler,7.039
2,Jigglypuff,Wigglytuff,Tauros,0.001
2,Jigglypuff,Wigglytuff,Togetic,7.144
2,Jigglypuff,Wigglytuff,Ursaring,0.002
2,Kabuto,Kabutops,Aerodactyl,5.46
2,Kabuto,Kabutops,Azumarill,0.322
2,Kabuto,Kabutops,Blastoise,4.761
2,Kabuto,Kabutops,Cloyster,4.509
2,Kabuto,Kabutops,Croconaw,0.333
2,Kabuto,Kabutops,Dewgong,3.763
2,Kabuto,Kabutops,Feraligatr,4.72
2,Kabuto,Kabutops,Golduck,3.807
2,Kabuto,Kabutops,Golem,5.548
2,Kabuto,Kabutops,Gyarados,4.597
2,Kabuto,Kabutops,Kingdra,1.45
2,Kabuto,Kabutops,Kingler,4.284
2,Kabuto,Kabutops,Lanturn,2.626
2,Kabuto,Kabutops,Lapras,4.479
2,Kabuto,Kabutops,Magcargo,0.376
2,Kabuto,Kabutops,Mantine,3.332
2,Kabuto,Kabutops,Octillery,3.812
2,Kabuto,Kabutops,Omastar,2.822
2,Kabuto,Kabutops,Politoed,4.053
2,Kabuto,Kabutops,Poliwrath,2.259
2,Kabuto,Kabutops,Pupitar,0.397
2,Kabuto,Kabutops,Quagsire,0.149
2,Kabuto,Kabutops,Qwilfish,0.105
2,Kabuto,Kabutops,Rhydon,5.563
2,Kabuto,Kabutops,Seadra,0.338
2,Kabuto,Kabutops,Seaking,4.415
2,Kabuto,Kabutops,Shuckle,5.607
2,Kabuto,Kabutops,Slowbro,2.514
2,Kabuto,Kabutops,Slowking,2.546
2,Kabuto,Kabutops,Starmie,2.91
2,Kabuto,Kabutops,Sudowoodo,1.013
2,Kabuto,Kabutops,Tentacruel,2.31
2,Kabuto,Kabutops,Vaporeon,4.478
2,Kabuto,Kabutops,Wartortle,0.342
2,Kadabra,Alakazam,Espeon,15.36
2,Kadabra,Alakazam,Exeggutor,9.176
2,Kadabra,Alakazam,Girafarig,7.788
2,Kadabra,Alakazam,Hypno,12.533
2,Kadabra,Alakazam,Jynx,11.814
2,Kadabra,Alakazam,Mr. Mime,11.757
2,Kadabra,Alakazam,Slowbro,5.695
2,Kadabra,Alakazam,Slowking,5.523
2,Kadabra,Alakazam,Starmie,6.379
2,Kadabra,Alakazam,Wobbuffet,3.791
2,Kadabra,Alakazam,Xatu,10.184
2,Kakuna,Beedrill,Arbok,0.304
2,Kakuna,Beedrill,Ariados,6.989
2,Kakuna,Beedrill,Bulbasaur,0.062
2,Kakuna,Beedrill,Butterfree,12.672
2,Kakuna,Beedrill,Gastly,0.062
2,Kakuna,Beedrill,Gloom,6.416
2,Kakuna,Beedrill,Golbat,0.007
2,Kakuna,Beedrill,Grimer,0.075
2,Kakuna,Beedrill,Haunter,9.412
2,Kakuna,Beedrill,Ivysaur,6.757
2,Kakuna,Beedrill,Koffing,0.872
2,Kakuna,Beedrill,Ledian,11.658
2,Kakuna,Beedrill,Nidorina,9.644
2,Kakuna,Beedrill,Nidorino,9.735
2,Kakuna,Beedrill,Oddish,0.066
2,Kakuna,Beedrill,Parasect,6.81
2,Kakuna,Beedrill,Qwilfish,0.077
2,Kakuna,Beedrill,Tentacool,0.827
2,Kakuna,Beedrill,Venomoth,0.006
2,Kakuna,Beedrill,Weepinbell,6.971
2,Kakuna,Beedrill,Yanma,10.578
2,Koffing,Weezing,Arbok,3.494
2,Koffing,Weezing,Crobat,12.473
2,Koffing,Weezing,Gengar,10.475
2,Koffing,Weezing,Gloom,1.165
2,Koffing,Weezing,Golbat,7.883
2,Koffing,Weezing,Haunter,2.323
2,Koffing,Weezing,Ivysaur,1.165
2,Koffing,Weezing,Muk,10.352
2,Koffing,Weezing,Nidoking,6.209
2,Koffing,Weezing,Nidoqueen,6.053
2,Koffing,Weezing,Qwilfish,1.072
2,Koffing,Weezing,Tentacruel,5.283
2,Koffing,Weezing,Venomoth,8.57
2,Koffing,Weezing,Venusaur,8.627
2,Koffing,Weezing,Victreebel,7.224
2,Koffing,Weezing,Vileplume,7.632
2,Krabby,Kingler,Azumarill,1.725
2,Krabby,Kingler,Blastoise,1.005
2,Krabby,Kingler,Cloyster,0.876
2,Krabby,Kingler,Croconaw,1.912
2,Krabby,Kingler,Dewgong,5.917
2,Krabby,Kingler,Feraligatr,0.979
2,Krabby,Kingler,Golduck,6.139
2,Krabby,Kingler,Gyarados,0.837
2,Krabby,Kingler,Kabutops,4.497
2,Krabby,Kingler,Kingdra,0.041
2,Krabby,Kingler,Lanturn,4.324
2,Krabby,Kingler,Lapras,0.822
2,Krabby,Kingler,Mantine,5.138
2,Krabby,Kingler,Octillery,6.124
2,Krabby,Kingler,Omastar,4.499
2,Krabby,Kingler,Politoed,6.296
2,Krabby,Kingler,Poliwhirl,1.457
2,Krabby,Kingler,Poliwrath,3.402
2,Krabby,Kingler,Quagsire,5.453
2,Krabby,Kingler,Qwilfish,4.849
2,Krabby,Kingler,Seadra,7.655
2,Krabby,Kingler,Seaking,6.979
2,Krabby,Kingler,Slowbro,4.052
2,Krabby,Kingler,Slowking,4.081
2,Krabby,Kingler,Starmie,4.677
2,Krabby,Kingler,Tentacruel,3.596
2,Krabby,Kingler,Vaporeon,0.834
2,Krabby,Kingler,Wartortle,1.834
2,Larvitar,Pupitar,Corsola,8.177
2,Larvitar,Pupitar,Dugtrio,9.808
2,Larvitar,Pupitar,Gligar,7.171
2,Larvitar,Pupitar,Golem,0.008
2,Larvitar,Pupitar,Graveler,10.801
2,Larvitar,Pupitar,Kabuto,0.178
2,Larvitar,Pupitar,Magcargo,8.64
2,Larvitar,Pupitar,Marowak,9.281
2,Larvitar,Pupitar,Omanyte,0.213
2,Larvitar,Pupitar,Onix,10.63
2,Larvitar,Pupitar,Phanpy,0.009
2,Larvitar,Pupitar,Piloswine,7.734
2,Larvitar,Pupitar,Quagsire,5.412
2,Larvitar,Pupitar,Rhydon,0.002
2,Larvitar,Pupitar,Rhyhorn,0.021
2,Larvitar,Pupitar,Sandslash,8.566
2,Larvitar,Pupitar,Sudowoodo,13.349
2,Ledyba,Ledian,Ariados,8.598
2,Ledyba,Ledian,Beedrill,8.574
2,Ledyba,Ledian,Butterfree,14.778
2,Ledyba,Ledian,Delibird,0.035
2,Ledyba,Ledian,Dodrio,0.007
2,Ledyba,Ledian,Farfetch'd,14.927
2,Ledyba,Ledian,Fearow,0.32
2,Ledyba,Ledian,Forretress,0.015
2,Ledyba,Ledian,Gligar,0.245
2,Ledyba,Ledian,Golbat,0.002
2,Ledyba,Ledian,Jumpluff,0.014
2,Ledyba,Ledian,Mantine,0.001
2,Ledyba,Ledian,Murkrow,16.768
2,Ledyba,Ledian,Natu,0.03
2,Ledyba,Ledian,Noctowl,0.356
2,Ledyba,Ledian,Parasect,8.184
2,Ledyba,Ledian,Pidgeotto,0.862
2,Ledyba,Ledian,Skarmory,0.007
2,Ledyba,Ledian,Skiploom,0.962
2,Ledyba,Ledian,Togetic,12.622
2,Ledyba,Ledian,Venomoth,0.006
2,Ledyba,Ledian,Yanma,12.687
2,Machoke,Machamp,Heracross,12.112
2,Machoke,Machamp,Hitmonchan,22.171
2,Machoke,Machamp,Hitmonlee,22.36
2,Machoke,Machamp,Hitmontop,22.225
2,Machoke,Machamp,Poliwrath,7.616
2,Machoke,Machamp,Primeape,13.516
2,Machop,Machoke,Hitmonchan,27.541
2,Machop,Machoke,Hitmonlee,27.364
2,Machop,Machoke,Hitmontop,27.602
2,Machop,Machoke,Primeape,17.493
2,Magby,Magmar,Arcanine,5.694
2,Magby,Magmar,Charizard,12.085
2,Magby,Magmar,Charmeleon,4.859
2,Magby,Magmar,Flareon,13.169
2,Magby,Magmar,Houndoom,11.593
2,Magby,Magmar,Magcargo,3.849
2,Magby,Magmar,Ninetales,13.338
2,Magby,Magmar,Ponyta,3.834
2,Magby,Magmar,Quilava,4.814
2,Magby,Magmar,Rapidash,13.46
2,Magby,Magmar,Typhlosion,13.305
2,Magikarp,Gyarados,Blastoise,8.812
2,Magikarp,Gyarados,Cloyster,8.144
2,Magikarp,Gyarados,Dewgong,1.028
2,Magikarp,Gyarados,Feraligatr,8.759
2,Magikarp,Gyarados,Golduck,7.172
2,Magikarp,Gyarados,Kabutops,5.09
2,Magikarp,Gyarados,Kingdra,2.713
2,Magikarp,Gyarados,Kingler,1.347
2,Magikarp,Gyarados,Lanturn,0.518
2,Magikarp,Gyarados,Lapras,8.28
2,Magikarp,Gyarados,Mantine,0.832
2,Magikarp,Gyarados,Octillery,1.204
2,Magikarp,Gyarados,Omastar,5.046
2,Magikarp,Gyarados,Politoed,7.329
2,Magikarp,Gyarados,Poliwrath,3.89
2,Magikarp,Gyarados,Seadra,1.534
2,Magikarp,Gyarados,Seaking,1.071
2,Magikarp,Gyarados,Slowbro,4.687
2,Magikarp,Gyarados,Slowking,4.667
2,Magikarp,Gyarados,Starmie,5.434
2,Magikarp,Gyarados,Tentacruel,4.085
2,Magikarp,Gyarados,Vaporeon,8.358
2,Magnemite,Magneton,Ampharos,9.001
2,Magnemite,Magneton,Electabuzz,9.125
2,Magnemite,Magneton,Electrode,9.134
2,Magnemite,Magneton,Forretress,15.918
2,Magnemite,Magneton,Jolteon,0.737
2,Magnemite,Magneton,Lanturn,5.78
2,Magnemite,Magneton,Raichu,9.318
2,Magnemite,Magneton,Scizor,16.22
2,Magnemite,Magneton,Skarmory,12.804
2,Magnemite,Magneton,Steelix,11.963
2,Mankey,Primeape,Heracross,13.384
2,Mankey,Primeape,Hitmonchan,22.664
2,Mankey,Primeape,Hitmonlee,22.686
2,Mankey,Primeape,Hitmontop,22.321
2,Mankey,Primeape,Machamp,5.126
2,Mankey,Primeape,Machoke,5.12
2,Mankey,Primeape,Poliwrath,8.699
2,Mareep,Flaaffy,Chinchou,28.815
2,Mareep,Flaaffy,Elekid,33.382
2,Mareep,Flaaffy,Magnemite,8.285
2,Mareep,Flaaffy,Pikachu,0.043
2,Mareep,Flaaffy,Voltorb,29.475
2,Marill,Azumarill,Chinchou,0.33
2,Marill,Azumarill,Corsola,12.616
2,Marill,Azumarill,Croconaw,13.089
2,Marill,Azumarill,Dewgong,0.056
2,Marill,Azumarill,Kabuto,2.731
2,Marill,Azumarill,Kingler,0.052
2,Marill,Azumarill,Lanturn,0.228
2,Marill,Azumarill,Mantine,0.357
2,Marill,Azumarill,Octillery,0.04
2,Marill,Azumarill,Omanyte,2.749
2,Marill,Azumarill,Poliwhirl,16.162
2,Marill,Azumarill,Quagsire,8.272
2,Marill,Azumarill,Qwilfish,7.616
2,Marill,Azumarill,Seadra,11.109
2,Marill,Azumarill,Seaking,10.375
2,Marill,Azumarill,Slowbro,0.02
2,Marill,Azumarill,Slowking,0.021
2,Marill,Azumarill,Staryu,0.718
2,Marill,Azumarill,Tentacool,0.409
2,Marill,Azumarill,Wartortle,13.05
2,Meowth,Persian,Chansey,7.086
2,Meowth,Persian,Clefable,8.266
2,Meowth,Persian,Dodrio,6.864
2,Meowth,Persian,Dunsparce,7.539
2,Meowth,Persian,Fearow,6.491
2,Meowth,Persian,Furret,7.925
2,Meowth,Persian,Girafarig,4.749
2,Meowth,Persian,Granbull,7.325
2,Meowth,Persian,Kangaskhan,0.009
2,Meowth,Persian,Lickitung,0.019
2,Meowth,Persian,Miltank,0.023
2,Meowth,Persian,Noctowl,6.291
2,Meowth,Persian,Pidgeot,6.762
2,Meowth,Persian,Porygon,0.014
2,Meowth,Persian,Raticate,8.228
2,Meowth,Persian,Stantler,7.56
2,Meowth,Persian,Tauros,0.016
2,Meowth,Persian,Togetic,7.213
2,Meowth,Persian,Ursaring,0.019
2,Meowth,Persian,Wigglytuff,7.601
2,Metapod,Butterfree,Ariados,15.216
2,Metapod,Butterfree,Beedrill,15.364
2,Metapod,Butterfree,Ledian,27.336
2,Metapod,Butterfree,Parasect,14.462
2,Metapod,Butterfree,Venomoth,3.34
2,Metapod,Butterfree,Yanma,24.282
2,Natu,Xatu,Aerodactyl,5.752
2,Natu,Xatu,Alakazam,6.57
2,Natu,Xatu,Butterfree,0.001
2,Natu,Xatu,Charizard,0.024
2,Natu,Xatu,Crobat,0.042
2,Natu,Xatu,Dodrio,6.43
2,Natu,Xatu,Espeon,0.115
2,Natu,Xatu,Exeggutor,0.038
2,Natu,Xatu,Fearow,5.714
2,Natu,Xatu,Girafarig,4.101
2,Natu,Xatu,Gligar,5.068
2,Natu,Xatu,Golbat,4.086
2,Natu,Xatu,Gyarados,0.026
2,Natu,Xatu,Hypno,6.622
2,Natu,Xatu,Jumpluff,5.673
2,Natu,Xatu,Jynx,6.358
2,Natu,Xatu,Kadabra,0.213
2,Natu,Xatu,Ledian,0.001
2,Natu,Xatu,Mantine,3.718
2,Natu,Xatu,Mr. Mime,6.105
2,Natu,Xatu,Murkrow,0.153
2,Natu,Xatu,Noctowl,5.684
2,Natu,Xatu,Pidgeot,6.239
2,Natu,Xatu,Scyther,7.686
2,Natu,Xatu,Skarmory,7.257
2,Natu,Xatu,Slowbro,2.991
2,Natu,Xatu,Slowking,3.068
2,Natu,Xatu,Starmie,0.008
2,Natu,Xatu,Togetic,0.093
2,Natu,Xatu,Wobbuffet,0.164
2,Nidoran-F,Nidorina,Ariados,10.168
2,Nidoran-F,Nidorina,Beedrill,10.253
2,Nidoran-F,Nidorina,Bellsprout,0.007
2,Nidoran-F,Nidorina,Bulbasaur,2.067
2,Nidoran-F,Nidorina,Gastly,0.003
2,Nidoran-F,Nidorina,Gloom,9.526
2,Nidoran-F,Nidorina,Grimer,2.196
2,Nidoran-F,Nidorina,Haunter,0.741
2,Nidoran-F,Nidorina,Ivysaur,0.427
2,Nidoran-F,Nidorina,Koffing,19.137
2,Nidoran-F,Nidorina,Nidorino,13.945
2,Nidoran-F,Nidorina,Oddish,2.05
2,Nidoran-F,Nidorina,Tentacool,19.11
2,Nidoran-F,Nidorina,Venonat,0.006
2,Nidoran-F,Nidorina,Weepinbell,10.364
2,Nidoran-M,Nidorino,Ariados,10.151
2,Nidoran-M,Nidorino,Beedrill,10.044
2,Nidoran-M,Nidorino,Bulbasaur,2.053
2,Nidoran-M,Nidorino,Gastly,0.004
2,Nidoran-M,Nidorino,Gloom,9.569
2,Nidoran-M,Nidorino,Grimer,2.362
2,Nidoran-M,Nidorino,Haunter,0.733
2,Nidoran-M,Nidorino,Ivysaur,0.45
2,Nidoran-M,Nidorino,Koffing,19.119
2,Nidoran-M,Nidorino,Nidorina,13.879
2,Nidoran-M,Nidorino,Oddish,2.082
2,Nidoran-M,Nidorino,Tentacool,19.272
2,Nidoran-M,Nidorino,Venonat,0.004
2,Nidoran-M,Nidorino,Weepinbell,10.278
2,Nidorina,Nidoqueen,Arbok,3.337
2,Nidorina,Nidoqueen,Crobat,11.857
2,Nidorina,Nidoqueen,Gengar,9.919
2,Nidorina,Nidoqueen,Golbat,7.639
2,Nidorina,Nidoqueen,Haunter,2.216
2,Nidorina,Nidoqueen,Ivysaur,1.086
2,Nidorina,Nidoqueen,Muk,10.305
2,Nidorina,Nidoqueen,Nidoking,6.042
2,Nidorina,Nidoqueen,Qwilfish,0.91
2,Nidorina,Nidoqueen,Tentacruel,5.221
2,Nidorina,Nidoqueen,Venomoth,8.669
2,Nidorina,Nidoqueen,Venusaur,8.555
2,Nidorina,Nidoqueen,Victreebel,7.161
2,Nidorina,Nidoqueen,Vileplume,7.492
2,Nidorina,Nidoqueen,Weezing,9.591
2,Nidorino,Nidoking,Arbok,3.286
2,Nidorino,Nidoking,Crobat,12.112
2,Nidorino,Nidoking,Gengar,10.023
2,Nidorino,Nidoking,Golbat,7.903
2,Nidorino,Nidoking,Haunter,2.174
2,Nidorino,Nidoking,Ivysaur,1.087
2,Nidorino,Nidoking,Muk,10.187
2,Nidorino,Nidoking,Nidoqueen,5.988
2,Nidorino,Nidoking,Qwilfish,0.926
2,Nidorino,Nidoking,Tentacruel,5.268
2,Nidorino,Nidoking,Venomoth,8.444
2,Nidorino,Nidoking,Venusaur,8.492
2,Nidorino,Nidoking,Victreebel,7.15
2,Nidorino,Nidoking,Vileplume,7.557
2,Nidorino,Nidoking,Weezing,9.403
2,Oddish,Gloom,Arbok,0.646
2,Oddish,Gloom,Ariados,7.306
2,Oddish,Gloom,Bayleef,11.277
2,Oddish,Gloom,Beedrill,7.345
2,Oddish,Gloom,Bulbasaur,0.068
2,Oddish,Gloom,Chikorita,0.075
2,Oddish,Gloom,Exeggcute,0.098
2,Oddish,Gloom,Golbat,0.009
2,Oddish,Gloom,Grimer,0.096
2,Oddish,Gloom,Haunter,9.84
2,Oddish,Gloom,Ivysaur,7.023
2,Oddish,Gloom,Jumpluff,0.456
2,Oddish,Gloom,Koffing,1.43
2,Oddish,Gloom,Nidorina,10.216
2,Oddish,Gloom,Nidorino,10.278
2,Oddish,Gloom,Parasect,7.002
2,Oddish,Gloom,Qwilfish,5.965
2,Oddish,Gloom,Skiploom,1.706
2,Oddish,Gloom,Sunflora,10.897
2,Oddish,Gloom,Tangela,0.635
2,Oddish,Gloom,Tentacool,0.096
2,Oddish,Gloom,Venomoth,0.24
2,Oddish,Gloom,Weepinbell,7.296
2,Omanyte,Omastar,Aerodactyl,5.46
2,Omanyte,Omastar,Azumarill,0.332
2,Omanyte,Omastar,Blastoise,4.889
2,Omanyte,Omastar,Cloyster,4.504
2,Omanyte,Omastar,Croconaw,0.345
2,Omanyte,Omastar,Dewgong,3.674
2,Omanyte,Omastar,Feraligatr,4.822
2,Omanyte,Omastar,Golduck,3.783
2,Omanyte,Omastar,Golem,5.586
2,Omanyte,Omastar,Gyarados,4.483
2,Omanyte,Omastar,Kabutops,2.766
2,Omanyte,Omastar,Kingdra,1.516
2,Omanyte,Omastar,Kingler,4.304
2,Omanyte,Omastar,Lanturn,2.773
2,Omanyte,Omastar,Lapras,4.453
2,Omanyte,Omastar,Magcargo,0.37
2,Omanyte,Omastar,Mantine,3.445
2,Omanyte,Omastar,Octillery,3.817
2,Omanyte,Omastar,Politoed,3.947
2,Omanyte,Omastar,Poliwrath,2.162
2,Omanyte,Omastar,Pupitar,0.419
2,Omanyte,Omastar,Quagsire,0.114
2,Omanyte,Omastar,Qwilfish,0.098
2,Omanyte,Omastar,Rhydon,5.535
2,Omanyte,Omastar,Seadra,0.308
2,Omanyte,Omastar,Seaking,4.475
2,Omanyte,Omastar,Shuckle,5.559
2,Omanyte,Omastar,Slowbro,2.598
2,Omanyte,Omastar,Slowking,2.525
2,Omanyte,Omastar,Starmie,2.89
2,Omanyte,Omastar,Sudowoodo,1
2,Omanyte,Omastar,Tentacruel,2.306
2,Omanyte,Omastar,Vaporeon,4.399
2,Omanyte,Omastar,Wartortle,0.343
2,Onix,Steelix,Aerodactyl,12.053
2,Onix,Steelix,Donphan,15.753
2,Onix,Steelix,Gligar,0.436
2,Onix,Steelix,Golem,12.086
2,Onix,Steelix,Kabutops,6.777
2,Onix,Steelix,Magcargo,0.702
2,Onix,Steelix,Marowak,0.796
2,Onix,Steelix,Nidoking,6.347
2,Onix,Steelix,Nidoqueen,6.278
2,Onix,Steelix,Omastar,6.85
2,Onix,Steelix,Piloswine,1.608
2,Onix,Steelix,Pupitar,0.779
2,Onix,Steelix,Quagsire,0.221
2,Onix,Steelix,Rhydon,12.182
2,Onix,Steelix,Sandslash,1.885
2,Onix,Steelix,Shuckle,12.399
2,Onix,Steelix,Sudowoodo,1.642
2,Onix,Steelix,Tyranitar,1.206
2,Paras,Parasect,Ariados,6.898
2,Paras,Parasect,Bayleef,10.687
2,Paras,Parasect,Beedrill,6.795
2,Paras,Parasect,Bellossom,0.111
2,Paras,Parasect,Butterfree,12.533
2,Paras,Parasect,Exeggcute,0.282
2,Paras,Parasect,Forretress,0.866
2,Paras,Parasect,Gloom,6.318
2,Paras,Parasect,Ivysaur,6.839
2,Paras,Parasect,Jumpluff,0.314
2,Paras,Parasect,Ledian,11.359
2,Paras,Parasect,Skiploom,0.284
2,Paras,Parasect,Sunflora,10.105
2,Paras,Parasect,Tangela,8.896
2,Paras,Parasect,Venomoth,0.132
2,Paras,Parasect,Victreebel,0.018
2,Paras,Parasect,Vileplume,0.02
2,Paras,Parasect,Weepinbell,7.003
2,Paras,Parasect,Yanma,10.54
2,Phanpy,Donphan,Dugtrio,1.784
2,Phanpy,Donphan,Gligar,1.874
2,Phanpy,Donphan,Golem,14.325
2,Phanpy,Donphan,Marowak,3.061
2,Phanpy,Donphan,Nidoking,7.877
2,Phanpy,Donphan,Nidoqueen,7.746
2,Phanpy,Donphan,Piloswine,13.846
2,Phanpy,Donphan,Pupitar,1.604
2,Phanpy,Donphan,Quagsire,1.028
2,Phanpy,Donphan,Rhydon,14.452
2,Phanpy,Donphan,Sandslash,15.407
2,Phanpy,Donphan,Steelix,16.996
2,Pichu,Pikachu,Chinchou,22.365
2,Pichu,Pikachu,Elekid,0.046
2,Pichu,Pikachu,Magnemite,27.728
2,Pichu,Pikachu,Mareep,27.792
2,Pichu,Pikachu,Voltorb,22.069
2,Pidgeotto,Pidgeot,Aerodactyl,3.938
2,Pidgeotto,Pidgeot,Chansey,4.475
2,Pidgeotto,Pidgeot,Clefable,5.144
2,Pidgeotto,Pidgeot,Dodrio,4.35
2,Pidgeotto,Pidgeot,Fearow,3.997
2,Pidgeotto,Pidgeot,Girafarig,2.904
2,Pidgeotto,Pidgeot,Gligar,3.384
2,Pidgeotto,Pidgeot,Golbat,2.81
2,Pidgeotto,Pidgeot,Granbull,4.607
2,Pidgeotto,Pidgeot,Jumpluff,3.882
2,Pidgeotto,Pidgeot,Kangaskhan,4.907
2,Pidgeotto,Pidgeot,Mantine,2.65
2,Pidgeotto,Pidgeot,Miltank,5.074
2,Pidgeotto,Pidgeot,Noctowl,3.919
2,Pidgeotto,Pidgeot,Persian,4.656
2,Pidgeotto,Pidgeot,Porygon2,5.879
2,Pidgeotto,Pidgeot,Raticate,0.001
2,Pidgeotto,Pidgeot,Scyther,5.186
2,Pidgeotto,Pidgeot,Skarmory,4.798
2,Pidgeotto,Pidgeot,Stantler,4.642
2,Pidgeotto,Pidgeot,Tauros,4.98
2,Pidgeotto,Pidgeot,Togetic,0.001
2,Pidgeotto,Pidgeot,Ursaring,5.517
2,Pidgeotto,Pidgeot,Wigglytuff,4.756
2,Pidgeotto,Pidgeot,Xatu,3.543
2,Pidgey,Pidgeotto,Aipom,13.45
2,Pidgey,Pidgeotto,Clefairy,13.443
2,Pidgey,Pidgeotto,Delibird,12.55
2,Pidgey,Pidgeotto,Eevee,12.276
2,Pidgey,Pidgeotto,Farfetch'd,10.601
2,Pidgey,Pidgeotto,Natu,12.317
2,Pidgey,Pidgeotto,Skiploom,13.288
2,Pidgey,Pidgeotto,Teddiursa,12.075
2,Pikachu,Raichu,Ampharos,19.03
2,Pikachu,Raichu,Electabuzz,18.928
2,Pikachu,Raichu,Electrode,18.907
2,Pikachu,Raichu,Jolteon,10.969
2,Pikachu,Raichu,Lanturn,11.597
2,Pikachu,Raichu,Magneton,20.569
2,Pineco,Forretress,Ariados,0.329
2,Pineco,Forretress,Beedrill,0.358
2,Pineco,Forretress,Butterfree,1.019
2,Pineco,Forretress,Heracross,10.175
2,Pineco,Forretress,Ledian,0.882
2,Pineco,Forretress,Parasect,0.539
2,Pineco,Forretress,Pinsir,21.992
2,Pineco,Forretress,Scizor,21.15
2,Pineco,Forretress,Scyther,18.063
2,Pineco,Forretress,Shuckle,14.168
2,Pineco,Forretress,Venomoth,10.617
2,Pineco,Forretress,Yanma,0.708
2,Poliwag,Poliwhirl,Azumarill,14.028
2,Poliwag,Poliwhirl,Chinchou,0.744
2,Poliwag,Poliwhirl,Corsola,13.905
2,Poliwag,Poliwhirl,Croconaw,14.07
2,Poliwag,Poliwhirl,Goldeen,0.025
2,Poliwag,Poliwhirl,Kabuto,20.117
2,Poliwag,Poliwhirl,Krabby,0.011
2,Poliwag,Poliwhirl,Lanturn,0.001
2,Poliwag,Poliwhirl,Omanyte,20.186
